frame cylLigand relX relY relZ cyl20 cyl25 cyl30 cyl46 cyl6 distToBindingSiteCOM absX absY absZ
759 5.47869192711189e-01 5.68474846112252e+00 -4.60925738085565e-01 -2.00105393205960e+00 1.80308979807860e+01 6.30774260109042e+00 1.61146658990798e+01 1.83390628242594e+01 1.24909302624911e+01 6.04425631829721e+00 2.83534972573857e+01 2.97120521954533e+00 7.51172492861085e+00 
760 4.97570774595369e-01 5.75813459135663e+00 -4.24196342522005e-01 -2.16154559496163e+00 1.79670515932022e+01 6.05424253630847e+00 1.64795156547127e+01 1.83653321544469e+01 1.25558138386239e+01 6.16509009409310e+00 2.85559179894709e+01 3.11398208120842e+00 7.31313539461286e+00 
761 4.64184349730618e-01 5.54317608018390e+00 -3.00820665607222e-01 -2.43730125467396e+00 1.81381921525124e+01 6.27957937832553e+00 1.62430889399964e+01 1.80317442870507e+01 1.20483933541539e+01 6.06281547919896e+00 2.83669737120461e+01 3.56807629821560e+00 7.06617806168466e+00 
762 1.32099717712703e-01 5.84890053380657e+00 -6.06236354024293e-02 -1.98254127054652e+00 1.84739338126625e+01 5.92706607959334e+00 1.65054316663862e+01 1.83284159821057e+01 1.21128068081883e+01 6.17606529830704e+00 2.88367495649805e+01 3.55080378049167e+00 7.91427115270738e+00 
763 3.28559595037523e-01 5.64432621963863e+00 -2.06262275035137e-01 -2.47000470341502e+00 1.82751614342096e+01 6.20638265003855e+00 1.58466710931206e+01 1.81505839866878e+01 1.24591884592842e+01 6.16456696246339e+00 2.89328398532689e+01 3.21429951860141e+00 7.96724092975938e+00 
764 3.63832486441813e-01 5.89668182894509e+00 -2.87387038611775e-01 -1.88550728163419e+00 1.77409695935823e+01 6.27668895787283e+00 1.65469817272801e+01 1.82268873410727e+01 1.22408379496792e+01 6.19746606371255e+00 2.95798492118920e+01 3.69082133038378e+00 7.97538387283991e+00 
765 8.91772093955731e-02 5.90318097950255e+00 2.86884090667738e-02 -2.14674436895262e+00 1.76673203674848e+01 6.34257127466761e+00 1.64512353092965e+01 1.85045207121850e+01 1.29545745167845e+01 6.28147117220204e+00 2.94526510686404e+01 3.46078637719072e+00 7.91168982822654e+00 
766 3.02469781099644e-01 5.73971804364542e+00 -2.21548150395379e-01 -2.11437774244597e+00 1.83760132719460e+01 5.66133309985129e+00 1.60090680049101e+01 1.83411774450255e+01 1.25759636309354e+01 6.12078753439812e+00 2.92716108169913e+01 3.02297510898498e+00 7.72731666013447e+00 
767 5.21866698033963e-03 5.81846624720692e+00 6.95887930940203e-02 -1.62290051855272e+00 1.86968380217452e+01 5.77814605489627e+00 1.64796315102623e+01 1.90397908805443e+01 1.22919438396160e+01 6.04096003654462e+00 2.87895438601837e+01 3.37427557370085e+00 8.16304719366316e+00 
768 6.27964104702865e-01 5.37297696994330e+00 -3.68253792412383e-01 -2.60689215842502e+00 1.88718148354823e+01 5.21916149891380e+00 1.69150543727545e+01 1.81300337622420e+01 1.21479927904005e+01 5.98334180043436e+00 2.86268129422365e+01 2.67348583948379e+00 7.52348433079663e+00 
769 9.02673321677832e-02 5.82011419317134e+00 -2.11562817040768e-02 -1.81781901106148e+00 1.86730386016532e+01 6.11923288825125e+00 1.65394540373278e+01 1.85780686780972e+01 1.23488318202155e+01 6.09742919325731e+00 2.87851820489402e+01 3.29479043926209e+00 7.96650918719548e+00 
770 4.37532738462415e-01 5.50198659913352e+00 -2.27545053206291e-01 -2.38684954204425e+00 1.84838092758531e+01 5.80023483990791e+00 1.69046184458325e+01 1.85040336408705e+01 1.20241434306305e+01 6.00172342120498e+00 2.84938672900321e+01 3.10587159157509e+00 7.38079721728646e+00 
771 2.94744371439783e-01 5.77467779378345e+00 -2.21604928816464e-01 -2.14732369383998e+00 1.91842825747493e+01 5.69276161191583e+00 1.71556860113455e+01 1.86424437755353e+01 1.30639238650952e+01 6.16498267739804e+00 2.85022743830192e+01 2.88487459012445e+00 7.76372773601989e+00 
772 2.24870953643420e-01 5.59912607392263e+00 5.66643361845472e-02 -2.03634995482739e+00 1.85388640889141e+01 5.27581592761238e+00 1.69683899617116e+01 1.82709540340855e+01 1.30138475789616e+01 5.95819979332693e+00 2.85167874684773e+01 3.38549111040729e+00 8.39282347927355e+00 
773 2.32768344549796e-01 5.73220461683618e+00 -1.45009210611919e-01 -2.08543591030547e+00 1.89060472479882e+01 5.03324770874794e+00 1.72956511958178e+01 1.90153873914016e+01 1.24718773296861e+01 6.10149492964076e+00 2.87561634177930e+01 2.99006181403149e+00 8.21150663808863e+00 
774 6.00832022988924e-01 5.69323826651563e+00 -5.17465327512295e-01 -1.91662027067668e+00 1.87742326424929e+01 5.03559965202773e+00 1.69446571597454e+01 1.81502443049617e+01 1.29091670095312e+01 6.02944156505923e+00 2.85716815123866e+01 2.80593344918706e+00 8.05016429754968e+00 
775 5.87746394051194e-01 5.56717312729947e+00 -4.59789524295398e-01 -1.93353543165901e+00 1.86985629416382e+01 5.49228551280379e+00 1.72259742074481e+01 1.88528676665857e+01 1.27069279678783e+01 5.91129277751136e+00 2.83163382868296e+01 2.49281209160754e+00 8.11244187839258e+00 
776 7.84230672139016e-01 5.47694547673623e+00 -6.34385408545468e-01 -2.05087245452942e+00 1.84136835686678e+01 5.34223388278729e+00 1.69815596570253e+01 1.85338692285805e+01 1.24289154388655e+01 5.88264008982909e+00 2.82128187288314e+01 2.63957933148228e+00 8.03467553432026e+00 
777 8.56970014842009e-01 5.46301628747571e+00 -7.08349296643117e-01 -2.34685646900068e+00 1.90290912918920e+01 5.12132562135703e+00 1.70718179084898e+01 1.86931086110126e+01 1.26189564550846e+01 5.98782439366503e+00 2.81142968090723e+01 2.60909000952686e+00 7.52512310189205e+00 
778 1.24651207116682e+00 5.44206305080060e+00 -1.11762567237889e+00 -2.31069519983988e+00 1.84674256173573e+01 5.11197833376786e+00 1.69963351372332e+01 1.83603359979875e+01 1.25479524764650e+01 6.01701335373394e+00 2.78010107888028e+01 2.40647747318802e+00 7.92603546259156e+00 
779 1.28273540989913e+00 5.20931714788445e+00 -1.05701252116563e+00 -2.25559757159697e+00 1.84861541979620e+01 4.81679553094123e+00 1.71431075453423e+01 1.79612361470616e+01 1.26524817826390e+01 5.77425155514877e+00 2.77523529555540e+01 1.98156806947143e+00 8.25729358280040e+00 
780 1.28286486536590e+00 5.46146915073976e+00 -1.16163423504670e+00 -2.15867200092884e+00 1.80000136895818e+01 5.16617131323193e+00 1.77640140867778e+01 1.75311014592576e+01 1.22637572718071e+01 5.98639325371368e+00 2.74406360911470e+01 1.98306064702017e+00 8.55863722384184e+00 
781 1.38429682582588e+00 5.44182343585490e+00 -1.26155287792204e+00 -1.89615096219070e+00 1.81942999605974e+01 5.26057232022608e+00 1.77642601265232e+01 1.77209300134424e+01 1.22529971155414e+01 5.89918184515698e+00 2.76406864027801e+01 1.44426417434021e+00 8.31194375684600e+00 
782 1.33043343762037e+00 5.41734630642937e+00 -1.19783077684911e+00 -1.61360028273078e+00 1.80487929825527e+01 5.35068746289744e+00 1.73696584348803e+01 1.72247235260609e+01 1.25293107268445e+01 5.77807454487909e+00 2.80160470751850e+01 1.45294872836993e+00 8.59667784433736e+00 
783 1.19682222515177e+00 5.35866777510493e+00 -1.03375910973515e+00 -2.11680684295334e+00 1.82261715174374e+01 5.50114490135275e+00 1.76033233448113e+01 1.78375074564501e+01 1.24860619396751e+01 5.85361849041107e+00 2.72171604397096e+01 2.01208321065300e+00 7.91254376696552e+00 
784 1.17075787294450e+00 5.56887569190621e+00 -1.07365742953233e+00 -2.05005954534658e+00 1.80786173222947e+01 5.31485544406174e+00 1.74148889578892e+01 1.79627767759731e+01 1.23967528601033e+01 6.03057716038527e+00 2.77479339174911e+01 1.95215573810688e+00 7.91428297006340e+00 
785 8.55155244065853e-01 5.51638581815922e+00 -7.29003227462491e-01 -1.99069581797644e+00 1.81387963149500e+01 5.47411576280988e+00 1.74834060062697e+01 1.81752141765655e+01 1.23372435232327e+01 5.90972317796255e+00 2.76665947678000e+01 1.96323590117482e+00 8.07139777395407e+00 
786 9.28716074440811e-01 5.53556839792115e+00 -8.13862198250073e-01 -2.75257223538339e+00 1.83643842120763e+01 5.48246083085229e+00 1.69711805683891e+01 1.81071784140255e+01 1.25245802875397e+01 6.23550664154944e+00 2.77732920238640e+01 1.78050329207164e+00 7.80926212827131e+00 
787 8.24851712586948e-01 5.75884853535721e+00 -7.53260310163316e-01 -2.05821159669992e+00 1.86887860084946e+01 5.55083735625887e+00 1.69953647894481e+01 1.88705699438633e+01 1.25358922619957e+01 6.16181568410183e+00 2.76387573212455e+01 1.93031410130810e+00 8.33957409198873e+00 
788 3.48371958341073e-01 5.62539475219379e+00 -2.17411679583504e-01 -2.48530782868258e+00 1.90099685886337e+01 5.61813845878324e+00 1.62535070759406e+01 1.86922685744441e+01 1.28951543540487e+01 6.15378655461333e+00 2.79110802520291e+01 2.09521887898287e+00 7.69005221853379e+00 
789 5.72579516983479e-01 5.64527606137296e+00 -4.75042881515652e-01 -2.30582433686067e+00 1.84189117467364e+01 5.59266563825521e+00 1.67080363544059e+01 1.82197696282598e+01 1.29369986259104e+01 6.11650500047602e+00 2.80667266579325e+01 2.49204085687395e+00 7.95005935643078e+00 
790 6.96641547880524e-01 5.81879627236849e+00 -6.27583062625532e-01 -2.33939100148336e+00 1.86450993095848e+01 5.80644880401756e+00 1.72847666007333e+01 1.86375362590422e+01 1.27645579861433e+01 6.30277723052665e+00 2.85500517424678e+01 1.95021463462639e+00 7.78542429817358e+00 
791 9.08448403241662e-01 5.41517546380305e+00 -7.42390557413087e-01 -2.16042006917601e+00 1.80567023673473e+01 5.64597292483890e+00 1.76361175006583e+01 1.84761819680502e+01 1.22675754853137e+01 5.87730243554041e+00 2.78726839387617e+01 2.05151414054441e+00 8.12832195159692e+00 
792 6.46864191214429e-01 5.62339027981886e+00 -5.46041279580746e-01 -1.74833667217936e+00 1.81090205624977e+01 5.74505041144672e+00 1.71966560654643e+01 1.84847079831435e+01 1.20708122207429e+01 5.91416608132158e+00 2.82217657790411e+01 2.42294625229463e+00 8.32880959584876e+00 
793 9.51458135804866e-01 5.79382147930721e+00 -8.81948727858621e-01 -2.08892111304237e+00 1.80848793191428e+01 5.47175480978753e+00 1.71628901831045e+01 1.83331817542322e+01 1.24950184346283e+01 6.22171940135259e+00 2.86586874292977e+01 2.32171113327128e+00 8.22555044277213e+00 
794 8.29820580511964e-01 5.69482613817023e+00 -7.50717593539646e-01 -2.31209397361159e+00 1.75381008763558e+01 5.78446239033663e+00 1.76277299066481e+01 1.88385650676626e+01 1.24238238653007e+01 6.19196254769422e+00 2.83670350376858e+01 2.12837620915060e+00 7.91579657296977e+00 
795 6.53608674124739e-01 5.79520633273648e+00 -5.83947675708254e-01 -2.40055596192751e+00 1.82750427038527e+01 5.36498429736306e+00 1.70499161663387e+01 1.84666715953220e+01 1.25687390355582e+01 6.29984763730837e+00 2.82745873550380e+01 2.69865683159490e+00 8.43571248493945e+00 
796 9.50124135093813e-01 5.66317206946698e+00 -8.67430962124285e-01 -1.91098892780125e+00 1.84465419078255e+01 5.40157193843280e+00 1.66129360451105e+01 1.88288254554511e+01 1.28599005247223e+01 6.03952258416356e+00 2.81032620510549e+01 2.40005744131440e+00 8.59099006730095e+00 
797 7.27440942326522e-01 5.71493690305438e+00 -6.50229244443014e-01 -1.94319631554922e+00 1.80336183905711e+01 5.51219436632887e+00 1.68528435009481e+01 1.85217464315775e+01 1.27685840054474e+01 6.07118718184391e+00 2.82252847039890e+01 2.70078267690269e+00 8.89806820608560e+00 
798 9.83465663647590e-01 5.56155125646483e+00 -8.78853893947218e-01 -2.21192652636378e+00 1.80159050514957e+01 5.16115133412212e+00 1.75417129676719e+01 1.88383434354776e+01 1.22432839497684e+01 6.04945084311158e+00 2.78467409514672e+01 2.49959732809429e+00 8.38148387901104e+00 
799 2.98271760146295e-01 5.62645163680542e+00 -1.54736094163695e-01 -2.42119291965418e+00 1.77219316203237e+01 5.51270028155110e+00 1.75544684527361e+01 1.87066377525164e+01 1.23665953961953e+01 6.12724052362325e+00 2.82870163648758e+01 3.63416060401038e+00 8.14227015476234e+00 
800 3.46142195065618e-01 5.47917379500066e+00 1.02899071376304e-01 -1.73086108053528e+00 1.82010574458553e+01 5.45633050406414e+00 1.78493487060723e+01 1.94548756317428e+01 1.28126481739634e+01 5.74698301501090e+00 2.80704926173456e+01 3.14405339795029e+00 9.26965988507729e+00 
801 4.26750040063713e-01 5.59509443163697e+00 -2.91340405503896e-01 -2.47284308974766e+00 1.76020095442873e+01 5.49215691082169e+00 1.82747159205562e+01 1.91174970126043e+01 1.25863776503096e+01 6.12412556021893e+00 2.83792109911085e+01 3.31406575195666e+00 8.66127938227662e+00 
802 4.49721879712720e-01 5.49747343715428e+00 -2.40562428298923e-01 -2.25054422093718e+00 1.78520347347652e+01 5.50774269238160e+00 1.85852101944841e+01 2.00703522975414e+01 1.26202483178578e+01 5.94516894331185e+00 2.81247552035057e+01 3.63803797102511e+00 8.65997170050372e+00 
803 3.79217372605248e-01 5.47797485622920e+00 2.24959029040171e-01 -2.83345505042461e+00 1.86475992351690e+01 5.89694868055645e+00 1.74459042431212e+01 2.02252031149401e+01 1.31637802363170e+01 6.17148949711516e+00 2.85515044141458e+01 3.56638445832944e+00 8.25002717615671e+00 
804 5.59371314703019e-01 5.27106053940514e+00 -1.77592119387834e-02 -3.00836011244833e+00 1.74492716786170e+01 4.78039960969090e+00 1.81555179580748e+01 1.95506764890703e+01 1.19582044332078e+01 6.06915357903001e+00 2.85498174329303e+01 4.17309312522078e+00 7.89926692304685e+00 
805 2.54454482702952e-01 5.69979149002301e+00 2.91313061447321e-01 -2.49364014998136e+00 1.79638042276486e+01 5.40109249250958e+00 1.81317943814416e+01 1.98552624553527e+01 1.25463650626704e+01 6.22822025358028e+00 2.91017881951288e+01 4.67503358423567e+00 7.89037463134380e+00 
806 5.59300013907385e-01 5.34057797681939e+00 -2.12830766265327e-01 -2.88018073523654e+00 1.83260592744565e+01 5.20433411678017e+00 1.77323374956097e+01 2.00531596907953e+01 1.24699180445253e+01 6.07145049631347e+00 2.82601786335392e+01 4.11349478310282e+00 7.75125853774756e+00 
807 1.61409492247921e-01 5.67088014049962e+00 1.21123373165490e-01 -2.37692752811597e+00 1.82005286806695e+01 5.56389470623748e+00 1.78674708819690e+01 1.96651305425730e+01 1.24596263351353e+01 6.15006804135982e+00 2.87297122497500e+01 4.14002487561061e+00 8.20140367177006e+00 
808 7.47040769385356e-01 5.13078109726130e+00 -2.10232678773092e-01 -2.77146723139349e+00 1.81592795343925e+01 5.49566287890056e+00 1.75086614174088e+01 1.95125696744686e+01 1.27862528790849e+01 5.83525004279387e+00 2.84371642963507e+01 3.63710063409115e+00 7.52365081869134e+00 
809 7.98119319539283e-01 5.12112871370601e+00 -3.09705958750980e-01 -2.26712498008520e+00 1.80629697050985e+01 5.37521845983587e+00 1.77554606407471e+01 1.96527049599496e+01 1.31085337623473e+01 5.60907592733031e+00 2.86437599953371e+01 3.40533688244246e+00 7.95883750080353e+00 
810 7.41849900015917e-01 5.22067397201553e+00 -3.63108647222716e-01 -2.32539490109468e+00 1.81027947473925e+01 5.49908084656789e+00 1.76549693760463e+01 1.92825798481537e+01 1.26190510384054e+01 5.72666971789062e+00 2.87443520789579e+01 3.24213661570764e+00 8.15755202574747e+00 
811 4.88995638841509e-01 5.41440326522388e+00 -1.98594074970441e-01 -2.54792473929291e+00 1.79202254510120e+01 5.22840958162480e+00 1.77820668816169e+01 1.87315361977611e+01 1.27493962718397e+01 5.98724667958330e+00 2.88478667792690e+01 3.80569932099055e+00 7.68322748740732e+00 
812 6.91328162579201e-01 5.24440684844437e+00 -3.08324185770669e-01 -2.44520283978438e+00 1.79227825696479e+01 5.18981233550024e+00 1.89654507051408e+01 1.86050555388954e+01 1.24200630795352e+01 5.79464269159289e+00 2.89504987874717e+01 3.91209734640992e+00 7.61819175623744e+00 
813 6.60904576032879e-01 5.57769050787074e+00 -5.44387978519344e-01 -2.27783079234877e+00 1.80656083688078e+01 5.35956121265087e+00 1.87565701085380e+01 1.93229403355084e+01 1.23260055193216e+01 6.04942169065109e+00 2.88789997018583e+01 3.24901609575678e+00 7.86194858770914e+00 
814 4.54447288474455e-01 5.39778475930017e+00 -8.95645972558763e-02 -2.34088593702007e+00 1.73942853479359e+01 5.12440123424104e+00 1.85586167591946e+01 1.88859489068497e+01 1.17525689975913e+01 5.88420335261734e+00 2.90699050710182e+01 3.91839640471586e+00 7.88398436468229e+00 
815 2.68940597188453e-01 5.69610617955285e+00 -1.67728507452329e-01 -2.46535035549951e+00 1.75292188628800e+01 5.45642128798903e+00 1.88445883613196e+01 1.86027577596068e+01 1.17837940334680e+01 6.20900240266614e+00 2.91838614599618e+01 4.08692062887814e+00 7.68484369421315e+00 
816 6.83909278434952e-01 5.52726343222698e+00 -5.47305173837581e-01 -2.17357126493025e+00 1.73623836784265e+01 5.41930894130364e+00 1.88729891253845e+01 1.83779810182766e+01 1.16903276964958e+01 5.96444431999104e+00 2.92280169296131e+01 3.38887553977076e+00 8.10040779208184e+00 
817 3.99929170845038e-01 5.70969790427140e+00 -3.14307996438306e-01 -2.96306600287213e+00 1.72317112224694e+01 5.42872295122339e+00 1.85959813813953e+01 1.79032396268943e+01 1.14989293826220e+01 6.44043475334103e+00 2.98626400097085e+01 3.17409340877910e+00 7.16003885510154e+00 
818 3.54586590651517e-01 5.59857198752945e+00 -2.04945280733645e-01 -2.09118644696346e+00 1.79068314129165e+01 5.38333422372627e+00 1.88746785003643e+01 1.90000875975234e+01 1.26002386908992e+01 5.97988893070833e+00 2.97171130554499e+01 2.92509564521432e+00 7.63905194828066e+00 
819 9.83303787583474e-01 5.69948309499573e+00 -9.06390367491704e-01 -2.19825431436648e+00 1.75180287805979e+01 5.48231634359973e+00 1.89041229232698e+01 1.85351964844337e+01 1.21185397889712e+01 6.17559495749638e+00 2.99581424049001e+01 2.52908796366972e+00 7.70251992645585e+00 
820 1.21556983501191e+00 5.60809029510552e+00 -1.12726168480516e+00 -2.17556393618902e+00 1.77635137855105e+01 5.54298663034465e+00 1.83554778447013e+01 1.84678854490666e+01 1.20025182269147e+01 6.12000605428890e+00 2.95691243777327e+01 2.11953069161744e+00 7.58136603765984e+00 
821 1.09998055627315e+00 5.53602501281947e+00 -9.92667258311009e-01 -1.61024134639538e+00 1.76166423725255e+01 5.56561155180982e+00 1.85447695458726e+01 1.86956576780140e+01 1.15638374580991e+01 5.85028532824910e+00 2.94651469164302e+01 2.57043005611270e+00 7.93700463392005e+00 
822 1.54950516550597e+00 5.34139521815029e+00 -1.40350410612106e+00 -1.58079374609591e+00 1.79442039459514e+01 5.29006509375476e+00 1.76960444942554e+01 1.85056068262728e+01 1.19450681276616e+01 5.74449610671584e+00 2.96206944661404e+01 2.16022106859117e+00 7.73798480623241e+00 
823 1.11855389829533e+00 5.54195840469559e+00 -1.01345983327733e+00 -2.33827370061664e+00 1.76642050049409e+01 5.75546930716601e+00 1.77152319981418e+01 1.84410409606422e+01 1.17560287411086e+01 6.09983013632659e+00 2.98754320996162e+01 2.57775418544216e+00 7.17535963901756e+00 
824 1.39554600873022e+00 5.34459725186805e+00 -1.24170300444991e+00 -1.92572439165273e+00 1.73185606348802e+01 5.48673761021462e+00 1.86012407431970e+01 1.83362555330756e+01 1.15084627729639e+01 5.81506324716608e+00 2.93628895022323e+01 2.73031881914707e+00 7.67628888387337e+00 
825 9.97986662080163e-01 5.72460231582037e+00 -9.24017234917368e-01 -2.45656834001360e+00 1.71169854983537e+01 5.74794614385224e+00 1.85996081229936e+01 1.84594572237190e+01 1.18416245157635e+01 6.29758743757301e+00 2.98226887416200e+01 2.98504228203639e+00 6.90422254350957e+00 
826 1.25197514890272e+00 5.78356936212522e+00 -1.18229168498877e+00 -2.31572506660977e+00 1.76666678738903e+01 6.00444640609573e+00 1.83627495771990e+01 1.92025870919232e+01 1.23013649690584e+01 6.34114112593561e+00 2.96961889826514e+01 2.45757899819643e+00 7.10450775257472e+00 
827 1.07970452848918e+00 5.84680461472012e+00 -1.01041481902074e+00 -1.81922608725498e+00 1.74416977346092e+01 5.95043374969551e+00 1.83548332710300e+01 1.90196707975252e+01 1.17469731772947e+01 6.20609747472260e+00 2.91378218736162e+01 2.43250886372345e+00 7.69063616553147e+00 
828 6.35830522794437e-01 5.95279828176941e+00 -5.53535980601996e-01 -2.13461923396740e+00 1.76889753733795e+01 6.20921747440915e+00 1.72572910795348e+01 1.95686083942927e+01 1.15668109336421e+01 6.34813427231035e+00 2.92112158694008e+01 3.33730268107924e+00 7.53655353307820e+00 
829 4.74207594184809e-01 5.81439141510853e+00 -4.05075548300022e-01 -1.71545918476251e+00 1.82562912576368e+01 5.94735348899627e+00 1.69942120487271e+01 1.89728471334702e+01 1.20135207295979e+01 6.07569205461439e+00 2.86729742728694e+01 3.15486846404998e+00 7.22040661727539e+00 
830 6.85515531674749e-01 6.06886572631380e+00 -5.71117667936164e-01 -2.50168452707494e+00 1.77794174148704e+01 6.29556332268947e+00 1.84139019987019e+01 1.87940101700261e+01 1.15966811219913e+01 6.58906154681085e+00 2.93161842060883e+01 3.22452899513262e+00 6.84966680866633e+00 
831 1.27214479868416e-01 5.94959251953790e+00 5.10539735414683e-02 -2.24166550981767e+00 1.83152715768845e+01 5.98454723437610e+00 1.86610585195763e+01 1.94629870042758e+01 1.17290915466809e+01 6.35809105900992e+00 2.93671215656710e+01 3.64983188558325e+00 6.79130498215024e+00 
832 3.47283884937236e-01 5.64262423974412e+00 -2.27325717837212e-01 -2.06703933628061e+00 1.82936377689890e+01 6.07623651739489e+00 1.83521972993174e+01 1.89700561985417e+01 1.17745433328102e+01 6.01361263390563e+00 2.89147429094844e+01 3.39676284995518e+00 6.82786184246892e+00 
833 1.86846936407989e-01 5.80666902389830e+00 -1.17031612114980e-01 -2.23407318124625e+00 1.81547397643049e+01 6.06418875552948e+00 1.78581023646936e+01 1.87105223219791e+01 1.18778152444691e+01 6.22271520563958e+00 2.89750665177005e+01 3.30285193673559e+00 6.98717902332890e+00 
834 2.60718798878126e-01 5.66748483044877e+00 -1.39728229687249e-01 -2.07068243429650e+00 1.77380287073375e+01 6.13413220771699e+00 1.72389813065995e+01 1.90653003389453e+01 1.16678798426410e+01 6.03553096464946e+00 2.87800191417371e+01 3.20509082306604e+00 7.42456633808669e+00 
835 1.54650784300492e-01 5.78922467436715e+00 -8.17276252492227e-02 -2.07768038266387e+00 1.80110425533863e+01 6.43311240283261e+00 1.70249335850835e+01 1.99368821261334e+01 1.19234478602849e+01 6.15130534988604e+00 2.88479906841115e+01 3.26450237319415e+00 7.20376605453874e+00 
836 1.59728586471154e-01 5.66652028317900e+00 4.03789499967023e-02 -1.87890873344695e+00 1.79036994699157e+01 6.08345567226914e+00 1.71095188981576e+01 1.92343378613769e+01 1.18493829305700e+01 5.97004025178266e+00 2.83624128075060e+01 3.65682183147906e+00 7.65540897157788e+00 
837 8.96429656734075e-02 5.78050015355037e+00 1.47612661067751e-01 -2.20252810668035e+00 1.72992176993271e+01 6.20935928254784e+00 1.69982837669518e+01 1.95726602224583e+01 1.12186516791859e+01 6.18765719667956e+00 2.81541199680439e+01 4.05617634753168e+00 7.43858240319850e+00 
838 2.15303262588018e-01 5.88382803176010e+00 -1.37682529883669e-01 -2.01297448363871e+00 1.81323455432729e+01 5.99979008599446e+00 1.64109753639937e+01 1.95573204185578e+01 1.22597650293973e+01 6.22016519540612e+00 2.80826755292996e+01 3.73543271903274e+00 7.35891446474568e+00 
839 2.28989100487470e-01 5.60457047001172e+00 2.42714205678529e-03 -2.07730327900775e+00 1.84745542547929e+01 5.91519239763695e+00 1.64093298925117e+01 1.96840696080353e+01 1.23478477352126e+01 5.97715692928689e+00 2.78471863027458e+01 3.75230210471430e+00 7.42252972961209e+00 
840 4.49429708387043e-01 5.41468813673991e+00 2.55407396014832e-01 -2.04717633082071e+00 1.84012622671882e+01 5.71940214307078e+00 1.68505097888419e+01 1.92412345150493e+01 1.17991522413933e+01 5.79439483341993e+00 2.77575545557310e+01 4.33638493744022e+00 7.62232271869802e+00 
841 3.67373673300303e-01 5.60672182500113e+00 -2.27442730189367e-01 -2.32161865640241e+00 1.86322858823067e+01 5.75730920643356e+00 1.69170065677036e+01 1.87070300328717e+01 1.21339162187494e+01 6.07264135316881e+00 2.79688564892085e+01 3.92703342493697e+00 7.17307147113803e+00 
842 5.85680469867158e-01 6.23936834314659e+00 -3.43517525700267e-01 -2.28218251139232e+00 1.80542401185545e+01 5.90970062029188e+00 1.68081847969967e+01 1.85818902689082e+01 1.19933758374334e+01 6.65252422973626e+00 2.88221613635815e+01 3.85932320520248e+00 6.79207916263948e+00 
843 1.95553632485357e-01 6.01494019690772e+00 2.84012464951773e-02 -2.03846866174523e+00 1.74043378918826e+01 5.77742418895648e+00 1.68935370181882e+01 1.86050154086506e+01 1.16161421921640e+01 6.35103666247457e+00 2.86309800677572e+01 4.36526396772395e+00 6.97622198365506e+00 
844 2.46675147647356e-01 5.99606577625094e+00 -1.07377133188765e-01 -2.23926336259783e+00 1.77100607132903e+01 5.94210587829110e+00 1.67957198132941e+01 1.86346987843705e+01 1.15366843262578e+01 6.40145569764664e+00 2.88535543507040e+01 4.06777925606703e+00 6.90427940341216e+00 
845 4.38363947722101e-01 5.78935478268247e+00 -3.67978337357568e-01 -1.89827120295163e+00 1.75686418250821e+01 5.69873788404589e+00 1.71440920923578e+01 1.89436148660395e+01 1.21198525767510e+01 6.10372594539501e+00 2.83873872355158e+01 3.86968735798648e+00 7.29919834613887e+00 
846 2.10353259426444e-01 5.76973032042766e+00 -1.34282099382482e-01 -1.95612592336420e+00 1.79777320369254e+01 5.87444203902342e+00 1.66063968975844e+01 1.88049516691497e+01 1.23807685353288e+01 6.09378767932837e+00 2.82469825456448e+01 4.37936096678609e+00 7.74699046832963e+00 
847 1.16056761906203e-01 5.91888244321289e+00 1.35382495560309e-01 -2.13948684116695e+00 1.81151810343375e+01 5.53803414854229e+00 1.68838256634322e+01 1.82203568152116e+01 1.23929228565401e+01 6.29514906417667e+00 2.84883275964339e+01 4.91554595489692e+00 7.01995043156694e+00 
848 5.40441814845706e-01 5.81738040630567e+00 -4.71363842494270e-01 -2.20699482043119e+00 1.86822584546947e+01 5.50204356330808e+00 1.70090833293039e+01 1.85938296812402e+01 1.27432067815551e+01 6.23978563743100e+00 2.84814292799480e+01 4.39250104142694e+00 7.21026558757350e+00 
849 3.79364074791518e-01 6.19832019035567e+00 9.51044112581172e-03 -2.29653377229809e+00 1.92898731906587e+01 5.77348616895260e+00 1.73831243806829e+01 1.86024801925327e+01 1.24981050449536e+01 6.61009311568050e+00 2.83147274003077e+01 5.29170625722814e+00 6.84084320490957e+00 
850 3.99898413922279e-01 5.69259498195258e+00 -3.08770210884009e-01 -2.12571772437000e+00 1.89679323743934e+01 6.00425147931916e+00 1.70596067619635e+01 1.86160467203209e+01 1.21537798125381e+01 6.08437774266045e+00 2.79227271731321e+01 4.75308804736216e+00 6.95580191223544e+00 
851 2.02461953226876e-01 5.90650470004805e+00 -1.15693299928100e-01 -2.39471405029283e+00 1.85112592757572e+01 5.93814639129528e+00 1.66937390281756e+01 1.89993824298143e+01 1.21173409372745e+01 6.37454610886202e+00 2.79412348146890e+01 4.88817672981706e+00 6.85745742580924e+00 
852 1.12163890687912e-01 5.75933124255306e+00 -2.28445148698290e-02 -2.72507480333060e+00 1.82645298091774e+01 5.66398284684775e+00 1.76406424405461e+01 1.80096156996514e+01 1.17609980858956e+01 6.37153442406574e+00 2.78367134804297e+01 5.10189392795802e+00 6.68097503338175e+00 
